Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
3182,0,0.911608,2.572739,2.100405,-98.554466,227.271774,148.156998,0.944712,2.256325,2.159400,147.599380,216.071747,125.712067
3183,0,0.908978,2.572124,2.100190,-98.574783,227.269165,149.222000,0.944696,2.256327,2.159490,147.594528,216.072067,125.715492
3184,0,0.906813,2.571228,2.100878,-98.590843,227.268814,150.310669,0.944746,2.256364,2.159434,147.602356,216.070435,125.707733
3185,0,0.902733,2.569712,2.101806,-98.609200,227.277573,151.445679,0.944535,2.256345,2.159383,147.603119,216.072693,125.711929
3186,0,0.901170,2.568444,2.103507,-98.637436,227.276154,152.622528,0.944676,2.256350,2.159414,147.601349,216.072586,125.715988
3187,0,0.899104,2.566463,2.104308,-98.653374,227.314316,153.817429,0.944669,2.256371,2.159350,147.606537,216.072037,125.720772
3188,0,0.898356,2.565531,2.105018,-98.682114,227.318649,155.030792,0.944718,2.256311,2.159517,147.603790,216.073547,125.719383
3189,0,0.899574,2.565348,2.106156,-98.684464,227.331406,156.267975,0.944587,2.256389,2.159271,147.607071,216.072128,125.720619
3190,0,0.898317,2.565323,2.105543,-98.692574,227.349380,157.479462,0.944668,2.256360,2.159294,147.602448,216.074615,125.723778
3191,0,0.899752,2.565397,2.106323,-98.672714,227.361053,158.696228,0.944726,2.256362,2.159370,147.603104,216.076309,125.729294
3192,0,0.899734,2.565307,2.106932,-98.631691,227.373199,159.868149,0.944488,2.256378,2.159422,147.604568,216.071564,125.725838
3193,0,0.898974,2.565151,2.106287,-98.581665,227.403534,161.029984,0.944523,2.256386,2.159271,147.602814,216.072662,125.729424
3194,0,0.899665,2.565192,2.107090,-98.529091,227.408417,162.156906,0.944614,2.256381,2.159392,147.602921,216.073944,125.733643
3195,0,0.898844,2.564484,2.107617,-98.473724,227.423523,163.254532,0.944589,2.256366,2.159355,147.606522,216.069321,125.721725
3196,0,0.898417,2.564448,2.107297,-98.443001,227.458038,164.327850,0.944667,2.256309,2.159477,147.606567,216.071365,125.720901
3197,0,0.898990,2.564584,2.108094,-98.409340,227.472153,165.375198,0.944535,2.256333,2.159364,147.606812,216.071686,125.722511
3198,0,0.898988,2.564257,2.108365,-98.385033,227.489243,166.421616,0.944685,2.256447,2.159328,147.606064,216.071045,125.717026
3199,0,0.900908,2.564421,2.108995,-98.361176,227.511368,167.433731,0.944591,2.256352,2.159517,147.607208,216.068771,125.710754
3200,0,0.901519,2.564527,2.108847,-98.323997,227.524673,168.451141,0.944618,2.256300,2.159474,147.605850,216.069702,125.708374
3201,0,0.902169,2.564462,2.109303,-98.274277,227.539734,169.434235,0.944602,2.256403,2.159405,147.603806,216.065414,125.702293
3202,0,0.903782,2.565041,2.109683,-98.203766,227.546494,170.409698,0.944712,2.256383,2.159336,147.602921,216.066162,125.703621
3203,0,0.904341,2.565073,2.109658,-98.122086,227.568375,171.333237,0.944613,2.256416,2.159347,147.605423,216.064758,125.698013
3204,0,0.906021,2.566007,2.109350,-98.042778,227.600327,172.240662,0.944698,2.256359,2.159478,147.599915,216.066345,125.703545
3205,0,0.905641,2.566482,2.108615,-97.957344,227.643417,173.099152,0.944575,2.256341,2.159378,147.601639,216.065399,125.708771
3206,0,0.906275,2.567285,2.107976,-97.900833,227.689423,173.919052,0.944698,2.256326,2.159447,147.602371,216.067810,125.707191
3207,0,0.906620,2.568881,2.105504,-97.848099,227.755539,174.686188,0.944827,2.256361,2.159459,147.602158,216.072617,125.714256
3208,0,0.905867,2.569393,2.104065,-97.811180,227.833740,175.418900,0.944740,2.256350,2.159421,147.600189,216.070160,125.724403
3209,0,0.907677,2.570663,2.103202,-97.795952,227.888184,176.102173,0.944758,2.256384,2.159362,147.603516,216.067703,125.719040
3210,0,0.908722,2.571226,2.102829,-97.780807,227.928223,176.754471,0.944355,2.256370,2.159281,147.600784,216.070755,125.724884
3211,0,0.910008,2.571265,2.102681,-97.773438,227.956100,177.401215,0.944741,2.256361,2.159480,147.599945,216.072052,125.723946
3212,0,0.908722,2.571015,2.102381,-97.776222,227.959610,178.018875,0.944542,2.256328,2.159375,147.598206,216.072327,125.731079
3213,0,0.906937,2.570476,2.102816,-97.761711,227.958832,178.604401,0.944510,2.256404,2.159361,147.599091,216.076538,125.739021
3214,0,0.907469,2.570301,2.103702,-97.735313,227.961060,179.183838,0.944473,2.256386,2.159322,147.604126,216.072937,125.731216
3215,0,0.908300,2.570391,2.103719,-97.702682,227.976624,179.742966,0.944424,2.256407,2.159282,147.603638,216.074310,125.733047
3216,0,0.908038,2.570870,2.102503,-97.686760,228.017807,180.254379,0.944625,2.256368,2.159430,147.603958,216.072998,125.730202
3217,0,0.907530,2.571840,2.100727,-97.660156,228.084869,180.709000,0.944451,2.256386,2.159294,147.597351,216.077789,125.734879
3218,0,0.908032,2.573287,2.098647,-97.642670,228.166656,181.099838,0.944538,2.256316,2.159481,147.603531,216.072693,125.725624
3219,0,0.908860,2.574704,2.096379,-97.632431,228.250229,181.461487,0.944572,2.256305,2.159465,147.596603,216.075607,125.724136
3220,0,0.909701,2.575351,2.095147,-97.631523,228.319351,181.759323,0.944768,2.256387,2.159425,147.597504,216.075073,125.723274
3221,0,0.909526,2.575736,2.094400,-97.640732,228.380188,182.007263,0.944897,2.256347,2.159525,147.597290,216.073868,125.715431
3222,0,0.908466,2.575998,2.093378,-97.659286,228.434906,182.221848,0.944565,2.256399,2.159307,147.596207,216.074265,125.719070
3223,0,0.908327,2.576641,2.092647,-97.664314,228.497726,182.386246,0.944600,2.256452,2.159295,147.598328,216.074615,125.718582
3224,0,0.908144,2.577321,2.090977,-97.650894,228.567245,182.503082,0.944567,2.256388,2.159300,147.600143,216.069336,125.712082
3225,0,0.909520,2.578876,2.088710,-97.607468,228.646057,182.573181,0.944662,2.256410,2.159328,147.595627,216.074890,125.721291
3226,0,0.911650,2.580842,2.086542,-97.536865,228.724350,182.607086,0.944737,2.256287,2.159545,147.596298,216.076279,125.722450
3227,0,0.914825,2.582519,2.085092,-97.440872,228.792679,182.612671,0.944577,2.256347,2.159410,147.597977,216.074280,125.715599
3228,0,0.916555,2.583883,2.083731,-97.352112,228.840988,182.619293,0.944596,2.256315,2.159390,147.602036,216.069305,125.710968
3229,0,0.917159,2.584073,2.083838,-97.290436,228.861847,182.618576,0.944538,2.256366,2.159296,147.600418,216.069580,125.714737
3230,0,0.915958,2.583770,2.084068,-97.278404,228.874573,182.628983,0.944387,2.256360,2.159318,147.605545,216.069229,125.717957
3231,0,0.914072,2.582880,2.084896,-97.318245,228.868439,182.658203,0.944775,2.256367,2.159518,147.605759,216.072540,125.714722
3232,0,0.910919,2.581804,2.085601,-97.410011,228.846161,182.708801,0.944486,2.256373,2.159348,147.603470,216.073578,125.719650
3233,0,0.907910,2.580464,2.086129,-97.541885,228.799500,182.758835,0.944584,2.256380,2.159354,147.609039,216.068604,125.714333
3234,0,0.906375,2.579629,2.086437,-97.684753,228.746017,182.815170,0.944497,2.256370,2.159350,147.608414,216.071777,125.714554
3235,0,0.905236,2.578958,2.086475,-97.816246,228.695435,182.859344,0.944620,2.256389,2.159342,147.610336,216.071762,125.717300
3236,0,0.904879,2.578291,2.086502,-97.920143,228.655807,182.887619,0.944711,2.256341,2.159414,147.612381,216.070190,125.714142
3237,0,0.904445,2.577492,2.087136,-97.971687,228.633591,182.885162,0.944790,2.256331,2.159513,147.609680,216.070816,125.719025
3238,0,0.903866,2.576988,2.087317,-97.978806,228.631653,182.858139,0.944715,2.256414,2.159398,147.607208,216.067123,125.718552
3239,0,0.902883,2.576958,2.087773,-97.943428,228.642227,182.821426,0.944553,2.256399,2.159331,147.607880,216.069107,125.714211
3240,0,0.902729,2.577271,2.088583,-97.875145,228.658234,182.780151,0.944626,2.256334,2.159447,147.609192,216.067902,125.717712
3241,0,0.903047,2.577488,2.089171,-97.794930,228.673431,182.736435,0.944838,2.256357,2.159430,147.603027,216.067337,125.715240
3242,0,0.905169,2.578162,2.089132,-97.709610,228.683075,182.711105,0.944735,2.256382,2.159391,147.604797,216.065567,125.711563
3243,0,0.907109,2.578781,2.088576,-97.646408,228.682648,182.703400,0.944773,2.256375,2.159427,147.602051,216.066864,125.712944
3244,0,0.908881,2.579219,2.088072,-97.606705,228.675720,182.715927,0.944695,2.256313,2.159488,147.599945,216.066040,125.717369
3245,0,0.909213,2.579506,2.087601,-97.597481,228.672333,182.742844,0.944788,2.256344,2.159443,147.604828,216.066925,125.714348
3246,0,0.908884,2.579407,2.087594,-97.620537,228.670044,182.777481,0.944677,2.256328,2.159523,147.604675,216.066574,125.715164
3247,0,0.908023,2.578977,2.088140,-97.661293,228.672379,182.817108,0.944722,2.256366,2.159406,147.602966,216.070221,125.715744
3248,0,0.905338,2.578553,2.088440,-97.724251,228.676147,182.846359,0.944757,2.256359,2.159375,147.606201,216.072876,125.715706
3249,0,0.903512,2.577647,2.088694,-97.795334,228.672424,182.862808,0.944605,2.256329,2.159427,147.602142,216.073624,125.719177
3250,0,0.902827,2.577077,2.088827,-97.854942,228.669571,182.866119,0.944559,2.256370,2.159273,147.606323,216.073868,125.714767
3251,0,0.903083,2.576711,2.088698,-97.903442,228.660095,182.850723,0.944598,2.256392,2.159380,147.600311,216.072556,125.723572
3252,0,0.903522,2.576898,2.088500,-97.924690,228.657837,182.822220,0.944440,2.256343,2.159292,147.600739,216.074615,125.726524
3253,0,0.904171,2.577430,2.087854,-97.912361,228.652908,182.794983,0.944654,2.256404,2.159407,147.604309,216.068802,125.716133
3254,0,0.905052,2.577961,2.087549,-97.876602,228.652481,182.764130,0.944574,2.256336,2.159402,147.604843,216.070053,125.721992
3255,0,0.905191,2.578304,2.087542,-97.819473,228.660339,182.746414,0.944739,2.256415,2.159325,147.600449,216.075485,125.720726
3256,0,0.905563,2.578629,2.087572,-97.755005,228.666824,182.748138,0.944765,2.256332,2.159421,147.600571,216.074341,125.721069
3257,0,0.905307,2.578677,2.088090,-97.695526,228.677078,182.761429,0.944730,2.256334,2.159407,147.604187,216.075455,125.724091
3258,0,0.905672,2.578592,2.088635,-97.651894,228.682281,182.772339,0.944660,2.256315,2.159475,147.602402,216.071762,125.721466
3259,0,0.906616,2.578521,2.088752,-97.639488,228.679123,182.800262,0.944630,2.256371,2.159407,147.600433,216.074799,125.721794
3260,0,0.907397,2.578468,2.089020,-97.650520,228.675888,182.818390,0.944815,2.256386,2.159387,147.600342,216.073624,125.726967
3261,0,0.907384,2.578350,2.088797,-97.684784,228.674469,182.839203,0.944680,2.256347,2.159404,147.595825,216.073212,125.724121
3262,0,0.907286,2.578335,2.088571,-97.729141,228.674103,182.856934,0.944757,2.256377,2.159420,147.597778,216.072021,125.724243
3263,0,0.906275,2.578015,2.088179,-97.782867,228.670929,182.849350,0.944570,2.256365,2.159302,147.601761,216.070572,125.720146
3264,0,0.904609,2.577934,2.087817,-97.829811,228.665939,182.835114,0.944622,2.256385,2.159290,147.602402,216.072952,125.719589
3265,0,0.903313,2.577698,2.088027,-97.864059,228.666473,182.816193,0.944645,2.256339,2.159424,147.604172,216.073975,125.720474
3266,0,0.902629,2.577591,2.088000,-97.877174,228.664032,182.792160,0.944471,2.256366,2.159340,147.601761,216.072235,125.720039
3267,0,0.902427,2.577449,2.088088,-97.872200,228.662094,182.770065,0.944625,2.256376,2.159363,147.609406,216.070679,125.714272
3268,0,0.903416,2.577721,2.088280,-97.846703,228.659592,182.756622,0.944512,2.256410,2.159263,147.604950,216.074432,125.715393
3269,0,0.904683,2.577910,2.088249,-97.809380,228.655075,182.754517,0.944784,2.256324,2.159549,147.604736,216.073746,125.713036
3270,0,0.906313,2.578047,2.088435,-97.763451,228.651443,182.758911,0.944829,2.256295,2.159561,147.600571,216.071152,125.716316
3271,0,0.907000,2.578205,2.088699,-97.719780,228.651230,182.770920,0.944723,2.256400,2.159414,147.598419,216.072845,125.715195
3272,0,0.907260,2.578429,2.088802,-97.688728,228.662720,182.793182,0.944542,2.256329,2.159378,147.602615,216.071457,125.714333
3273,0,0.906742,2.578530,2.088428,-97.666283,228.671387,182.813080,0.944718,2.256397,2.159364,147.605377,216.070755,125.711594
3274,0,0.906175,2.578523,2.088488,-97.670273,228.680069,182.823639,0.944685,2.256332,2.159518,147.605423,216.071106,125.708221
3275,0,0.905692,2.578530,2.088249,-97.690987,228.683868,182.831299,0.944631,2.256309,2.159468,147.602097,216.071320,125.712570
3276,0,0.905502,2.578480,2.088047,-97.726357,228.681778,182.827698,0.944615,2.256337,2.159358,147.609390,216.069580,125.701828
3277,0,0.905111,2.578252,2.087802,-97.772194,228.674820,182.817383,0.944678,2.256376,2.159353,147.608948,216.065750,125.710625
3278,0,0.905078,2.578165,2.087785,-97.810516,228.669830,182.801392,0.944723,2.256311,2.159494,147.603348,216.069214,125.714256
3279,0,0.905293,2.577925,2.088113,-97.839470,228.658798,182.783524,0.944746,2.256382,2.159361,147.604080,216.067245,125.712769
3280,0,0.904470,2.577647,2.088357,-97.852165,228.651459,182.768661,0.944502,2.256434,2.159238,147.605865,216.065872,125.715347
3281,0,0.904135,2.577458,2.088711,-97.850151,228.649124,182.765167,0.944492,2.256379,2.159373,147.604156,216.066803,125.713142
3282,0,0.904184,2.577529,2.088752,-97.828613,228.645477,182.764923,0.944712,2.256361,2.159367,147.602936,216.066040,125.714523
3283,0,0.904224,2.577729,2.088797,-97.796974,228.645142,182.770096,0.944738,2.256386,2.159379,147.603180,216.067184,125.714348
3284,0,0.904661,2.577879,2.088580,-97.764076,228.648376,182.783432,0.944727,2.256333,2.159437,147.602692,216.068329,125.718742
3285,0,0.905847,2.578381,2.088268,-97.728699,228.658875,182.804489,0.944660,2.256335,2.159512,147.602829,216.067963,125.720116
3286,0,0.906355,2.578594,2.088132,-97.704933,228.659348,182.823029,0.944770,2.256371,2.159501,147.606445,216.068237,125.718193
3287,0,0.907330,2.578680,2.088187,-97.690117,228.674973,182.835098,0.944627,2.256341,2.159359,147.603012,216.065826,125.724030
3288,0,0.907074,2.578639,2.088101,-97.695053,228.683060,182.838928,0.944705,2.256363,2.159421,147.606201,216.065338,125.721214
3289,0,0.906487,2.578494,2.088176,-97.707283,228.686737,182.834839,0.944602,2.256368,2.159435,147.607208,216.067780,125.724670
3290,0,0.905292,2.578232,2.088276,-97.734001,228.692184,182.827744,0.944438,2.256400,2.159294,147.603897,216.071136,125.726105
3291,0,0.904838,2.578180,2.088291,-97.768616,228.688171,182.816055,0.944504,2.256333,2.159374,147.601593,216.072678,125.726952
3292,0,0.904485,2.577951,2.088369,-97.801048,228.676743,182.800613,0.944604,2.256326,2.159384,147.598663,216.072083,125.727814
3293,0,0.904264,2.577723,2.088368,-97.819901,228.664703,182.790634,0.944826,2.256397,2.159383,147.598495,216.080063,125.728012
3294,0,0.904418,2.577816,2.088019,-97.831032,228.651413,182.782547,0.944787,2.256366,2.159397,147.601486,216.077164,125.723450
3295,0,0.904865,2.577966,2.088044,-97.830833,228.646210,182.778534,0.944681,2.256303,2.159462,147.597412,216.075058,125.720352
3296,0,0.904849,2.577855,2.088289,-97.819008,228.644348,182.786499,0.944604,2.256336,2.159236,147.600723,216.077087,125.717567
3297,0,0.905336,2.577958,2.088435,-97.796669,228.650742,182.800476,0.944448,2.256404,2.159281,147.596802,216.076370,125.720306
3298,0,0.904991,2.577986,2.088612,-97.768898,228.660141,182.808716,0.944522,2.256379,2.159340,147.599823,216.070541,125.715973
3299,0,0.905225,2.578089,2.088713,-97.742615,228.673828,182.819107,0.944559,2.256361,2.159399,147.600800,216.071808,125.716301
3300,0,0.905869,2.578202,2.088618,-97.720329,228.688126,182.823044,0.944667,2.256354,2.159356,147.599518,216.078598,125.718445
3301,0,0.906084,2.578235,2.088518,-97.707352,228.697479,182.820984,0.944596,2.256338,2.159450,147.605377,216.073135,125.706421
3302,0,0.906413,2.578455,2.088245,-97.708221,228.694595,182.820084,0.944543,2.256386,2.159369,147.603012,216.074203,125.710724
3303,0,0.906434,2.578536,2.088204,-97.725754,228.690155,182.819809,0.944677,2.256315,2.159386,147.596725,216.072632,125.720856
3304,0,0.906175,2.578501,2.087962,-97.749702,228.680954,182.813019,0.944853,2.256341,2.159462,147.597427,216.070480,125.726479
3305,0,0.905675,2.578290,2.088174,-97.771347,228.673325,182.806244,0.944883,2.256374,2.159448,147.597458,216.071716,125.727043
3306,0,0.904957,2.578065,2.088223,-97.793976,228.662643,182.801575,0.944654,2.256387,2.159353,147.599655,216.066742,125.729858
3307,0,0.904403,2.577834,2.088496,-97.808174,228.651016,182.794449,0.944705,2.256355,2.159400,147.597641,216.068497,125.728447
3308,0,0.904166,2.577553,2.088810,-97.815559,228.644150,182.794678,0.944579,2.256314,2.159373,147.605042,216.068802,125.725624
3309,0,0.904387,2.577646,2.088782,-97.811501,228.643738,182.796387,0.944657,2.256350,2.159549,147.603897,216.068359,125.716431
3310,0,0.904896,2.577720,2.088712,-97.804375,228.646683,182.805267,0.944575,2.256329,2.159401,147.602814,216.069016,125.720131
3311,0,0.904742,2.577864,2.088481,-97.782013,228.654037,182.805069,0.944695,2.256355,2.159417,147.606720,216.071411,125.720528
3312,0,0.905573,2.578156,2.088178,-97.760918,228.665909,182.815292,0.944502,2.256302,2.159439,147.609634,216.068588,125.711914
3313,0,0.906082,2.578417,2.087879,-97.743004,228.674927,182.822372,0.944519,2.256371,2.159298,147.602692,216.067902,125.718666
3314,0,0.906185,2.578463,2.088104,-97.725655,228.681946,182.819336,0.944541,2.256359,2.159350,147.607086,216.061172,125.709999
3315,0,0.905878,2.578580,2.088057,-97.716805,228.686829,182.817123,0.944601,2.256380,2.159354,147.609283,216.065094,125.702339
3316,0,0.905746,2.578486,2.088093,-97.716309,228.685455,182.802429,0.944681,2.256336,2.159488,147.604523,216.068466,125.708626
3317,0,0.905599,2.578458,2.088062,-97.724838,228.682175,182.793106,0.944468,2.256332,2.159331,147.614471,216.064133,125.697227
3318,0,0.905349,2.578233,2.088294,-97.743996,228.672745,182.782837,0.944610,2.256370,2.159396,147.611343,216.070435,125.698669
3319,0,0.905435,2.578156,2.088292,-97.759407,228.662231,182.781464,0.944563,2.256349,2.159355,147.611679,216.068756,125.700356
3320,0,0.905129,2.577964,2.088433,-97.786423,228.650391,182.780609,0.944848,2.256330,2.159498,147.612076,216.065842,125.691895
3321,0,0.904771,2.577982,2.088315,-97.799438,228.642502,182.785095,0.944619,2.256369,2.159416,147.605194,216.067200,125.704720
3322,0,0.904573,2.577934,2.088111,-97.807579,228.641083,182.786926,0.944789,2.256339,2.159496,147.602936,216.064133,125.706192
3323,0,0.904877,2.577904,2.088326,-97.804253,228.646606,182.796448,0.944673,2.256272,2.159543,147.606400,216.065903,125.709488
3324,0,0.904774,2.578029,2.088302,-97.792091,228.656174,182.808838,0.944778,2.256336,2.159580,147.605392,216.066177,125.706123
3325,0,0.905133,2.578132,2.088232,-97.778572,228.668701,182.815262,0.944621,2.256354,2.159423,147.607056,216.065628,125.712395
3326,0,0.905114,2.578305,2.088085,-97.763130,228.677887,182.825699,0.944686,2.256392,2.159339,147.602142,216.068100,125.717651
3327,0,0.905556,2.578306,2.088274,-97.743790,228.683182,182.823715,0.944516,2.256294,2.159562,147.605560,216.069214,125.722885
3328,0,0.906339,2.578379,2.088208,-97.731758,228.685684,182.823196,0.944733,2.256366,2.159472,147.601273,216.067780,125.726250
3329,0,0.906299,2.578400,2.088173,-97.728333,228.680954,182.819351,0.944678,2.256354,2.159467,147.600586,216.069687,125.725555
3330,0,0.906242,2.578327,2.088309,-97.732590,228.679855,182.819519,0.944687,2.256333,2.159408,147.602966,216.068069,125.725609
3331,0,0.905705,2.578108,2.088557,-97.740829,228.675629,182.812729,0.944835,2.256392,2.159355,147.599686,216.075928,125.732079
3332,0,0.905597,2.578186,2.088489,-97.755295,228.667404,182.813843,0.944459,2.256369,2.159336,147.599884,216.072556,125.731216
3333,0,0.904968,2.578070,2.088423,-97.775070,228.661789,182.814941,0.944711,2.256320,2.159445,147.600922,216.074341,125.730247
3334,0,0.904787,2.578021,2.088179,-97.789848,228.661255,182.810867,0.944822,2.256354,2.159442,147.597198,216.071045,125.723434
3335,0,0.904942,2.577848,2.088474,-97.795723,228.660095,182.810181,0.944666,2.256353,2.159341,147.602325,216.074310,125.719604
3336,0,0.905223,2.577892,2.088282,-97.801643,228.664276,182.812286,0.944610,2.256374,2.159382,147.601501,216.074615,125.723213
3337,0,0.905159,2.578076,2.088196,-97.801521,228.669235,182.816635,0.944602,2.256430,2.159330,147.599289,216.077179,125.718292
3338,0,0.904899,2.578147,2.087980,-97.792793,228.674576,182.818802,0.944411,2.256364,2.159303,147.600525,216.075531,125.719978
3339,0,0.905169,2.578208,2.088105,-97.780571,228.682312,182.825241,0.944790,2.256358,2.159406,147.596741,216.075333,125.716415
3340,0,0.905352,2.578236,2.088100,-97.768158,228.684479,182.825577,0.944810,2.256428,2.159292,147.596466,216.077454,125.722366
3341,0,0.905565,2.578362,2.088091,-97.750420,228.686020,182.826004,0.944589,2.256382,2.159335,147.597519,216.077118,125.722382
3342,0,0.905904,2.578336,2.088263,-97.740578,228.683701,182.815018,0.944652,2.256351,2.159493,147.599365,216.075333,125.719475
3343,0,0.905741,2.578328,2.088365,-97.737228,228.678040,182.811218,0.944675,2.256350,2.159449,147.603561,216.071289,125.711601
3344,0,0.905933,2.578400,2.088168,-97.736931,228.670181,182.809479,0.944828,2.256350,2.159433,147.599350,216.071136,125.720695
3345,0,0.905956,2.578186,2.088482,-97.748917,228.667038,182.808762,0.944648,2.256350,2.159419,147.603256,216.068756,125.718323
3346,0,0.905737,2.578147,2.088531,-97.759483,228.661575,182.804230,0.944597,2.256393,2.159326,147.600632,216.070770,125.722290
3347,0,0.905664,2.578068,2.088625,-97.773552,228.658249,182.809250,0.944720,2.256364,2.159488,147.599365,216.074112,125.725227
3348,0,0.905149,2.577949,2.088464,-97.785233,228.657776,182.811996,0.944664,2.256341,2.159411,147.603943,216.069077,125.723663
3349,0,0.905003,2.577923,2.088377,-97.791847,228.660782,182.812775,0.944746,2.256294,2.159435,147.603973,216.066681,125.720695
3350,0,0.904811,2.578014,2.088303,-97.791786,228.663239,182.817352,0.944609,2.256338,2.159451,147.603485,216.063507,125.715599
3351,0,0.905031,2.578063,2.087907,-97.788132,228.667770,182.820374,0.944641,2.256344,2.159333,147.609222,216.065704,125.718864
3352,0,0.905079,2.578264,2.088012,-97.773994,228.669785,182.817139,0.944710,2.256354,2.159379,147.610031,216.065323,125.716492
3353,0,0.905682,2.578222,2.088198,-97.762032,228.671539,182.813477,0.944623,2.256359,2.159360,147.611069,216.060684,125.708420
3354,0,0.906013,2.578339,2.088055,-97.751137,228.671707,182.810745,0.944635,2.256392,2.159295,147.612061,216.065384,125.705627
3355,0,0.905843,2.578238,2.088110,-97.739265,228.670563,182.802551,0.944453,2.256346,2.159315,147.611725,216.066589,125.705376
3356,0,0.905648,2.578244,2.088290,-97.731346,228.666824,182.798782,0.944658,2.256376,2.159365,147.611984,216.067154,125.706184
3357,0,0.905520,2.578182,2.088511,-97.734093,228.666565,182.795517,0.944638,2.256376,2.159332,147.610565,216.065079,125.703262
3358,0,0.905599,2.578243,2.088615,-97.737762,228.660812,182.790176,0.944478,2.256460,2.159193,147.609131,216.062408,125.704689
3359,0,0.905317,2.578152,2.088478,-97.746185,228.661285,182.788147,0.944475,2.256327,2.159418,147.608917,216.067993,125.700043
3360,0,0.905656,2.578156,2.088347,-97.759895,228.661224,182.790237,0.944678,2.256358,2.159487,147.610809,216.066269,125.692490
3361,0,0.905357,2.578247,2.088102,-97.771339,228.660324,182.793610,0.944675,2.256343,2.159458,147.611984,216.067261,125.694183
3362,0,0.905019,2.578170,2.087903,-97.780151,228.663940,182.803101,0.944472,2.256420,2.159192,147.603485,216.068222,125.702545
3363,0,0.904878,2.578215,2.087832,-97.787041,228.668610,182.805725,0.944745,2.256382,2.159280,147.607010,216.068878,125.708389
3364,0,0.904981,2.577979,2.088081,-97.787247,228.668732,182.809738,0.944619,2.256321,2.159378,147.602448,216.070679,125.711288
3365,0,0.904957,2.578105,2.088172,-97.787567,228.672974,182.821075,0.944702,2.256351,2.159340,147.595947,216.067627,125.716209
3366,0,0.905006,2.578174,2.087989,-97.780678,228.674011,182.825562,0.944628,2.256322,2.159348,147.596329,216.069412,125.726341
3367,0,0.905642,2.578207,2.088412,-97.768196,228.674088,182.831055,0.944544,2.256336,2.159451,147.595352,216.073914,125.731812
3368,0,0.905573,2.578164,2.088362,-97.760178,228.671967,182.825989,0.944737,2.256381,2.159324,147.597946,216.070831,125.731674
3369,0,0.905547,2.578246,2.088280,-97.749718,228.674591,182.825546,0.944581,2.256362,2.159453,147.598740,216.072495,125.726013
3370,0,0.905789,2.578257,2.088403,-97.748352,228.670990,182.823181,0.944372,2.256351,2.159341,147.600189,216.075516,125.733315
3371,0,0.905770,2.578237,2.088382,-97.747719,228.671997,182.819244,0.944652,2.256309,2.159479,147.593018,216.074448,125.737564
3372,0,0.905633,2.578171,2.088522,-97.755402,228.672607,182.825851,0.944513,2.256381,2.159374,147.599350,216.075760,125.734421
3373,0,0.905549,2.578216,2.088400,-97.762054,228.674820,182.825424,0.944539,2.256358,2.159326,147.596680,216.074463,125.730843
3374,0,0.905297,2.578282,2.088274,-97.771065,228.671783,182.824509,0.944619,2.256337,2.159405,147.594696,216.077515,125.734818
3375,0,0.904826,2.578023,2.088184,-97.779572,228.672348,182.824448,0.944711,2.256352,2.159451,147.599106,216.077026,125.730362
3376,0,0.904968,2.578099,2.087969,-97.785507,228.676849,182.824219,0.944638,2.256343,2.159388,147.599457,216.075821,125.726402
3377,0,0.905508,2.578161,2.088284,-97.784203,228.677948,182.827316,0.944703,2.256354,2.159430,147.601746,216.076187,125.725998
3378,0,0.905240,2.578248,2.087950,-97.783218,228.677582,182.824280,0.944472,2.256365,2.159334,147.602173,216.073334,125.717957
3379,0,0.905299,2.578176,2.088073,-97.778702,228.674789,182.821762,0.944616,2.256361,2.159439,147.598846,216.079865,125.717316
3380,0,0.905244,2.578365,2.087981,-97.771187,228.674927,182.818939,0.944661,2.256305,2.159413,147.600357,216.074051,125.721741
3381,0,0.905456,2.578196,2.088453,-97.761246,228.673584,182.813004,0.944705,2.256365,2.159399,147.597946,216.075607,125.721069
3382,0,0.905425,2.578198,2.088171,-97.757835,228.671799,182.812622,0.944603,2.256381,2.159350,147.604691,216.072632,125.708771
3383,0,0.905331,2.578178,2.088300,-97.747559,228.674408,182.807480,0.944764,2.256382,2.159386,147.601288,216.071808,125.714790
3384,0,0.905883,2.578221,2.088395,-97.744957,228.669189,182.804611,0.944758,2.256294,2.159531,147.605331,216.069901,125.707970
3385,0,0.905769,2.578270,2.088284,-97.748024,228.669250,182.802353,0.944554,2.256343,2.159467,147.607681,216.068008,125.706032
3386,0,0.905444,2.578226,2.088228,-97.755768,228.667114,182.804398,0.944789,2.256348,2.159490,147.601913,216.065887,125.707436
3387,0,0.905393,2.578222,2.088446,-97.760246,228.667709,182.806778,0.944888,2.256318,2.159584,147.603760,216.065674,125.704346
3388,0,0.905173,2.578176,2.088285,-97.771637,228.665894,182.810196,0.944626,2.256339,2.159410,147.603256,216.065933,125.714897
3389,0,0.905099,2.578306,2.087961,-97.772827,228.667267,182.818619,0.944770,2.256357,2.159364,147.602570,216.066589,125.715851
3390,0,0.905403,2.578099,2.088187,-97.776924,228.666229,182.816116,0.944649,2.256346,2.159467,147.605026,216.065521,125.717789
3391,0,0.904614,2.578121,2.087896,-97.779465,228.667145,182.824661,0.944561,2.256366,2.159366,147.606125,216.060852,125.719696
3392,0,0.905125,2.578131,2.088052,-97.775337,228.664673,182.819885,0.944682,2.256387,2.159359,147.606079,216.066299,125.723106
