Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
26,0,0.851782,2.595550,2.050299,-100.439537,227.213135,130.409164,0.983268,2.164730,2.187434,133.738556,222.857483,127.220749
27,0,0.851605,2.595445,2.050322,-100.438278,227.210144,130.406616,0.983219,2.164728,2.187404,133.738083,222.855499,127.220657
28,0,0.851737,2.595512,2.050114,-100.436707,227.214157,130.408432,0.983046,2.164755,2.187235,133.738617,222.854736,127.215546
29,0,0.851539,2.595469,2.050169,-100.437309,227.212616,130.409271,0.983092,2.164791,2.187303,133.742691,222.854309,127.216805
30,0,0.851189,2.595438,2.050110,-100.434097,227.210739,130.404175,0.983051,2.164747,2.187366,133.745071,222.852188,127.216827
31,0,0.851587,2.595515,2.050123,-100.433594,227.212006,130.403351,0.983107,2.164723,2.187437,133.747910,222.856842,127.221909
32,0,0.851404,2.595530,2.050178,-100.429260,227.211243,130.402802,0.983159,2.164716,2.187431,133.747208,222.854111,127.214073
33,0,0.851550,2.595516,2.050074,-100.432449,227.211075,130.402924,0.982988,2.164752,2.187400,133.747284,222.853836,127.215279
34,0,0.851697,2.595573,2.050130,-100.427101,227.210297,130.397003,0.983148,2.164714,2.187381,133.748856,222.849594,127.209511
35,0,0.851473,2.595505,2.050061,-100.425484,227.206650,130.394180,0.983147,2.164786,2.187446,133.748154,222.850647,127.212074
36,0,0.851544,2.595425,2.050203,-100.427277,227.208878,130.397919,0.983039,2.164790,2.187352,133.750015,222.853546,127.213493
37,0,0.851992,2.595574,2.050196,-100.424034,227.209534,130.397659,0.983212,2.164693,2.187397,133.753571,222.853149,127.209175
38,0,0.851565,2.595407,2.050300,-100.422234,227.207321,130.396851,0.983071,2.164732,2.187365,133.754562,222.850266,127.209961
39,0,0.851349,2.595465,2.050231,-100.421989,227.207108,130.398682,0.983069,2.164717,2.187433,133.754044,222.854797,127.214851
40,0,0.851343,2.595477,2.050091,-100.425369,227.209061,130.403732,0.983123,2.164720,2.187351,133.753845,222.851547,127.211166
41,0,0.851387,2.595499,2.050073,-100.426704,227.208176,130.401596,0.983217,2.164753,2.187410,133.751892,222.849564,127.217743
42,0,0.851259,2.595526,2.049940,-100.424698,227.205124,130.399872,0.982992,2.164790,2.187267,133.751694,222.847855,127.207237
43,0,0.851474,2.595383,2.050238,-100.431946,227.206787,130.401794,0.983051,2.164816,2.187314,133.750916,222.847107,127.205269
44,0,0.851477,2.595540,2.050128,-100.430344,227.203613,130.398346,0.983039,2.164757,2.187358,133.747971,222.846375,127.208412
45,0,0.851340,2.595445,2.050232,-100.435806,227.204071,130.396347,0.983043,2.164727,2.187369,133.748444,222.841858,127.208008
46,0,0.851146,2.595546,2.049953,-100.431725,227.203110,130.393188,0.982930,2.164797,2.187247,133.745346,222.842728,127.204117
47,0,0.851015,2.595534,2.049932,-100.436897,227.203751,130.393738,0.983109,2.164768,2.187450,133.746719,222.844437,127.205193
48,0,0.851398,2.595381,2.050318,-100.433350,227.204178,130.389603,0.982974,2.164739,2.187395,133.741196,222.845688,127.201927
49,0,0.851598,2.595489,2.050171,-100.435310,227.203461,130.390106,0.982943,2.164740,2.187299,133.743225,222.847168,127.206505
50,0,0.851398,2.595438,2.050142,-100.435684,227.203568,130.387970,0.983065,2.164752,2.187356,133.745102,222.844681,127.202286
51,0,0.851422,2.595569,2.050067,-100.435448,227.207993,130.397659,0.983177,2.164729,2.187389,133.739624,222.848099,127.210228
52,0,0.851405,2.595461,2.050193,-100.435471,227.205124,130.394012,0.983096,2.164818,2.187304,133.743317,222.850021,127.211037
53,0,0.851330,2.595554,2.050091,-100.436668,227.206146,130.402618,0.983213,2.164783,2.187315,133.743408,222.848389,127.212318
54,0,0.851394,2.595534,2.050230,-100.435410,227.208496,130.403717,0.983095,2.164700,2.187442,133.744965,222.847992,127.217964
55,0,0.851486,2.595475,2.050141,-100.435722,227.212387,130.417267,0.983232,2.164753,2.187390,133.742172,222.854218,127.231583
56,0,0.851389,2.595534,2.049957,-100.436394,227.217346,130.425125,0.982975,2.164779,2.187380,133.747696,222.860001,127.235695
57,0,0.851284,2.595500,2.049965,-100.432999,227.217270,130.425507,0.983007,2.164772,2.187299,133.742523,222.858673,127.240997
58,0,0.851610,2.595464,2.050154,-100.432739,227.219269,130.428604,0.983297,2.164722,2.187438,133.749451,222.859329,127.236382
59,0,0.851058,2.595545,2.049794,-100.430618,227.221146,130.431564,0.983122,2.164719,2.187402,133.744431,222.865952,127.245140
60,0,0.851578,2.595419,2.050285,-100.433334,227.221222,130.426331,0.983301,2.164705,2.187546,133.745987,222.865509,127.238899
61,0,0.851493,2.595556,2.049957,-100.434776,227.225250,130.428421,0.983241,2.164754,2.187370,133.747498,222.865814,127.237541
62,0,0.851452,2.595481,2.050256,-100.436691,227.221008,130.422394,0.983058,2.164782,2.187344,133.744446,222.864090,127.235992
63,0,0.851312,2.595530,2.050094,-100.437294,227.221786,130.418472,0.983194,2.164779,2.187317,133.735474,222.866425,127.236320
64,0,0.851427,2.595416,2.050119,-100.436821,227.223221,130.417938,0.983077,2.164714,2.187471,133.743668,222.866638,127.230179
65,0,0.851476,2.595455,2.049996,-100.437927,227.225540,130.419174,0.983158,2.164755,2.187351,133.740265,222.865524,127.226410
66,0,0.851394,2.595547,2.049937,-100.437424,227.222809,130.420166,0.983197,2.164776,2.187375,133.739655,222.865799,127.230614
67,0,0.851302,2.595575,2.050186,-100.435890,227.222153,130.416977,0.983153,2.164776,2.187287,133.741180,222.863785,127.228958
68,0,0.851512,2.595555,2.050010,-100.439514,227.221115,130.418671,0.983242,2.164776,2.187365,133.737228,222.862381,127.229141
69,0,0.851220,2.595473,2.050128,-100.442810,227.220291,130.423248,0.983062,2.164757,2.187412,133.736694,222.862030,127.234787
70,0,0.851288,2.595522,2.050075,-100.443680,227.218948,130.423965,0.983316,2.164797,2.187402,133.732086,222.862030,127.238525
71,0,0.851246,2.595340,2.050066,-100.447029,227.216400,130.424576,0.983101,2.164738,2.187310,133.731659,222.855484,127.234459
72,0,0.851599,2.595522,2.050209,-100.443268,227.216217,130.421478,0.982970,2.164731,2.187390,133.730423,222.857071,127.237228
73,0,0.851295,2.595498,2.050141,-100.442726,227.211639,130.423325,0.983157,2.164788,2.187350,133.734192,222.853271,127.232018
74,0,0.851622,2.595516,2.050198,-100.443359,227.213562,130.422134,0.983124,2.164758,2.187303,133.735458,222.852722,127.230583
75,0,0.851356,2.595486,2.050018,-100.439934,227.208206,130.417603,0.983077,2.164757,2.187262,133.736725,222.849487,127.234283
76,0,0.851236,2.595429,2.050155,-100.437004,227.207870,130.419205,0.983137,2.164804,2.187272,133.742996,222.849854,127.229500
77,0,0.851578,2.595479,2.050144,-100.434387,227.209244,130.420288,0.983033,2.164784,2.187249,133.743790,222.849503,127.227280
78,0,0.851596,2.595521,2.050210,-100.429405,227.206268,130.415726,0.982933,2.164766,2.187341,133.747864,222.847977,127.223450
79,0,0.851723,2.595422,2.050281,-100.428131,227.204254,130.404373,0.983188,2.164736,2.187453,133.748459,222.846741,127.219826
80,0,0.851460,2.595385,2.050338,-100.427628,227.205490,130.402374,0.983184,2.164754,2.187423,133.754715,222.847321,127.213699
81,0,0.851507,2.595478,2.050087,-100.422752,227.204193,130.398117,0.983104,2.164786,2.187325,133.756012,222.843887,127.209679
82,0,0.851333,2.595441,2.050177,-100.422836,227.204147,130.394821,0.982958,2.164772,2.187316,133.756943,222.845398,127.208336
83,0,0.851749,2.595453,2.050241,-100.423653,227.202881,130.393692,0.982928,2.164797,2.187352,133.757385,222.845276,127.205673
84,0,0.851591,2.595503,2.050075,-100.420456,227.203369,130.386856,0.983141,2.164768,2.187377,133.758011,222.846664,127.196091
85,0,0.851390,2.595509,2.050093,-100.422096,227.203522,130.382370,0.983053,2.164774,2.187362,133.759018,222.844650,127.194313
86,0,0.851429,2.595497,2.050098,-100.420425,227.206146,130.376358,0.983194,2.164737,2.187452,133.760223,222.845856,127.188805
87,0,0.851800,2.595553,2.050155,-100.419388,227.203766,130.372375,0.983229,2.164794,2.187344,133.758331,222.847733,127.186211
88,0,0.851770,2.595552,2.050148,-100.421478,227.204376,130.368759,0.983057,2.164766,2.187319,133.758987,222.847000,127.181290
89,0,0.851430,2.595516,2.050051,-100.419182,227.204453,130.365860,0.983186,2.164709,2.187462,133.760010,222.844925,127.177536
90,0,0.851969,2.595510,2.050395,-100.421707,227.201691,130.358887,0.983269,2.164733,2.187427,133.759827,222.849762,127.171768
91,0,0.851538,2.595419,2.050164,-100.427162,227.208008,130.363129,0.983273,2.164709,2.187552,133.759415,222.844559,127.165573
92,0,0.851619,2.595478,2.050166,-100.422943,227.205032,130.357407,0.982922,2.164787,2.187324,133.757111,222.843597,127.167404
93,0,0.851532,2.595418,2.050323,-100.427124,227.205429,130.364349,0.983015,2.164719,2.187387,133.753189,222.846039,127.174927
94,0,0.851537,2.595431,2.050097,-100.428101,227.204941,130.372910,0.983057,2.164715,2.187362,133.749130,222.846252,127.182442
95,0,0.851381,2.595433,2.050058,-100.431526,227.208008,130.384384,0.983025,2.164763,2.187415,133.750122,222.847549,127.192154
96,0,0.851368,2.595475,2.050088,-100.430725,227.205536,130.398682,0.982961,2.164804,2.187356,133.752457,222.846985,127.205299
97,0,0.851580,2.595515,2.050260,-100.431969,227.210754,130.414246,0.983094,2.164773,2.187379,133.745071,222.849350,127.220184
98,0,0.851444,2.595510,2.050258,-100.433105,227.210052,130.425446,0.983171,2.164817,2.187306,133.744324,222.849625,127.234177
99,0,0.851315,2.595385,2.050233,-100.434410,227.209579,130.428986,0.983176,2.164770,2.187407,133.742218,222.853195,127.239838
100,0,0.851385,2.595471,2.050265,-100.435028,227.212708,130.439407,0.982991,2.164809,2.187303,133.742950,222.853439,127.249969
101,0,0.851344,2.595519,2.050040,-100.440254,227.214737,130.441910,0.983126,2.164726,2.187498,133.737122,222.856705,127.261238
102,0,0.851398,2.595454,2.050127,-100.441216,227.217789,130.448044,0.982944,2.164798,2.187247,133.736603,222.856644,127.257439
103,0,0.851431,2.595501,2.050045,-100.442909,227.216141,130.447266,0.983102,2.164764,2.187358,133.737701,222.858185,127.255600
104,0,0.851245,2.595364,2.050118,-100.443756,227.218399,130.446335,0.983087,2.164768,2.187271,133.732437,222.857483,127.259644
105,0,0.851287,2.595463,2.050048,-100.442970,227.220459,130.440216,0.983402,2.164691,2.187409,133.735229,222.861038,127.254219
106,0,0.851231,2.595452,2.050118,-100.444237,227.221222,130.441788,0.983258,2.164701,2.187473,133.734268,222.860626,127.246796
107,0,0.851950,2.595504,2.050183,-100.446228,227.218262,130.435135,0.983120,2.164814,2.187285,133.734131,222.865036,127.251404
108,0,0.851216,2.595385,2.050071,-100.446831,227.220932,130.432739,0.983160,2.164751,2.187380,133.732315,222.866592,127.246452
109,0,0.851496,2.595399,2.050234,-100.446838,227.224167,130.426575,0.983013,2.164814,2.187385,133.730530,222.870529,127.245636
110,0,0.851340,2.595537,2.049990,-100.446899,227.225266,130.426910,0.982960,2.164823,2.187175,133.729187,222.865524,127.239914
111,0,0.851134,2.595397,2.049980,-100.449577,227.226242,130.420822,0.983273,2.164780,2.187418,133.726242,222.868942,127.237114
112,0,0.851802,2.595468,2.050246,-100.447472,227.224197,130.419434,0.983144,2.164769,2.187325,133.727493,222.865799,127.228363
113,0,0.851350,2.595454,2.050008,-100.446739,227.226395,130.414597,0.982968,2.164770,2.187296,133.730728,222.866867,127.228859
114,0,0.851640,2.595425,2.050252,-100.444572,227.222565,130.410919,0.983116,2.164814,2.187321,133.735901,222.866974,127.222809
115,0,0.851350,2.595472,2.050131,-100.441620,227.221252,130.409378,0.983099,2.164725,2.187356,133.736649,222.867401,127.228096
116,0,0.851680,2.595597,2.050199,-100.439880,227.221283,130.407837,0.983178,2.164744,2.187317,133.740128,222.861572,127.215057
117,0,0.851519,2.595540,2.049979,-100.436546,227.221268,130.409134,0.983108,2.164789,2.187309,133.742279,222.865082,127.223534
118,0,0.851397,2.595438,2.049961,-100.437271,227.219955,130.407516,0.983005,2.164812,2.187297,133.745392,222.860977,127.217293
119,0,0.851361,2.595333,2.050255,-100.433372,227.215469,130.402084,0.983168,2.164732,2.187415,133.746933,222.856155,127.218857
120,0,0.851495,2.595498,2.050167,-100.432800,227.212875,130.403915,0.983250,2.164732,2.187397,133.748718,222.856567,127.215851
121,0,0.851614,2.595607,2.050217,-100.430771,227.210510,130.399734,0.983252,2.164680,2.187518,133.751038,222.856689,127.217323
122,0,0.851665,2.595457,2.050290,-100.429375,227.209854,130.401794,0.982960,2.164721,2.187318,133.751144,222.848816,127.215134
123,0,0.851387,2.595532,2.050071,-100.427910,227.206635,130.399261,0.983217,2.164725,2.187416,133.750061,222.852509,127.214729
124,0,0.851316,2.595515,2.050122,-100.426605,227.204865,130.402618,0.983274,2.164767,2.187457,133.750488,222.847672,127.213326
125,0,0.851359,2.595475,2.050120,-100.426933,227.202637,130.402237,0.982942,2.164758,2.187323,133.751526,222.848145,127.220306
126,0,0.851509,2.595547,2.050058,-100.427155,227.204620,130.400940,0.982858,2.164775,2.187271,133.752045,222.846832,127.213074
127,0,0.851530,2.595491,2.050039,-100.429184,227.204636,130.401917,0.983087,2.164743,2.187432,133.751862,222.845947,127.211731
128,0,0.851729,2.595480,2.050049,-100.430023,227.201462,130.400986,0.983216,2.164687,2.187406,133.750610,222.844604,127.213913
129,0,0.851414,2.595474,2.050129,-100.433174,227.202271,130.395813,0.983238,2.164755,2.187421,133.746948,222.846207,127.210335
130,0,0.851633,2.595474,2.050124,-100.436958,227.202667,130.395279,0.982973,2.164811,2.187269,133.747559,222.840897,127.202896
131,0,0.851570,2.595435,2.050305,-100.434555,227.202103,130.386398,0.983007,2.164753,2.187358,133.748398,222.845291,127.201172
132,0,0.851690,2.595505,2.050247,-100.437965,227.201782,130.384201,0.983204,2.164727,2.187413,133.744843,222.841049,127.190948
133,0,0.851401,2.595469,2.050216,-100.434875,227.204727,130.380081,0.983130,2.164747,2.187384,133.742493,222.842590,127.190308
134,0,0.851534,2.595482,2.050254,-100.437569,227.205353,130.379791,0.983182,2.164769,2.187330,133.743637,222.848236,127.189651
135,0,0.851591,2.595491,2.050188,-100.438980,227.205826,130.379288,0.983233,2.164786,2.187355,133.742493,222.848053,127.190399
136,0,0.851633,2.595522,2.050287,-100.436363,227.209030,130.383377,0.983116,2.164762,2.187398,133.747009,222.846832,127.194092
137,0,0.851396,2.595484,2.050221,-100.436478,227.210068,130.388199,0.982809,2.164777,2.187177,133.743393,222.849548,127.199158
138,0,0.851612,2.595460,2.049999,-100.435616,227.211212,130.399918,0.983126,2.164768,2.187372,133.747513,222.854538,127.212036
139,0,0.851496,2.595481,2.050202,-100.436249,227.213028,130.406311,0.983033,2.164791,2.187182,133.744354,222.854996,127.216858
140,0,0.851511,2.595447,2.050156,-100.434021,227.216797,130.417984,0.983075,2.164757,2.187459,133.746933,222.863785,127.226440
141,0,0.851295,2.595375,2.050112,-100.434914,227.217331,130.423096,0.983020,2.164821,2.187268,133.745682,222.857422,127.233994
142,0,0.851205,2.595459,2.050129,-100.433891,227.219879,130.430237,0.983035,2.164753,2.187365,133.743683,222.863068,127.245277
143,0,0.851364,2.595485,2.050082,-100.435326,227.218903,130.433167,0.982931,2.164737,2.187289,133.741760,222.861832,127.251450
144,0,0.851411,2.595421,2.050195,-100.435326,227.225540,130.435287,0.982865,2.164747,2.187371,133.742874,222.864105,127.252312
145,0,0.851123,2.595513,2.049882,-100.437340,227.222549,130.439468,0.982983,2.164772,2.187375,133.738647,222.863708,127.255661
146,0,0.850997,2.595452,2.049925,-100.441093,227.223251,130.441284,0.982987,2.164712,2.187405,133.739960,222.863510,127.251564
147,0,0.851200,2.595356,2.050438,-100.438911,227.223602,130.436264,0.982895,2.164723,2.187349,133.739456,222.865234,127.251137
148,0,0.851579,2.595513,2.050066,-100.439117,227.224777,130.435989,0.983227,2.164749,2.187400,133.737640,222.865356,127.250877
149,0,0.851180,2.595474,2.050015,-100.441696,227.222260,130.432434,0.983006,2.164712,2.187382,133.737320,222.865570,127.245323
150,0,0.851422,2.595424,2.050162,-100.441078,227.219513,130.424286,0.983044,2.164768,2.187277,133.736420,222.865738,127.243774
151,0,0.851489,2.595542,2.050023,-100.446060,227.221237,130.419296,0.983116,2.164766,2.187343,133.732773,222.864639,127.233101
152,0,0.851421,2.595377,2.050087,-100.444511,227.223679,130.416077,0.983195,2.164770,2.187290,133.730743,222.859238,127.231133
153,0,0.851438,2.595443,2.050122,-100.446762,227.219849,130.413834,0.983094,2.164743,2.187320,133.732895,222.863876,127.228645
154,0,0.851430,2.595520,2.050196,-100.445908,227.219803,130.413528,0.983254,2.164699,2.187420,133.732162,222.859543,127.224998
155,0,0.851242,2.595382,2.050135,-100.448547,227.216934,130.409805,0.983030,2.164747,2.187308,133.736542,222.859375,127.225372
156,0,0.851875,2.595476,2.050277,-100.443733,227.215515,130.411316,0.983100,2.164770,2.187371,133.734161,222.858673,127.220718
157,0,0.851328,2.595548,2.050004,-100.441612,227.212311,130.403320,0.983122,2.164795,2.187204,133.735352,222.857758,127.220406
158,0,0.851437,2.595498,2.050252,-100.440613,227.212784,130.404404,0.983002,2.164849,2.187191,133.744217,222.851120,127.212685
159,0,0.851245,2.595438,2.050118,-100.437485,227.210678,130.398590,0.983030,2.164741,2.187332,133.740295,222.851074,127.209259
160,0,0.851479,2.595462,2.050103,-100.434380,227.209183,130.395996,0.982968,2.164804,2.187228,133.745514,222.847214,127.206520
161,0,0.851571,2.595470,2.050137,-100.431602,227.207809,130.394592,0.983185,2.164817,2.187408,133.746124,222.848892,127.202827
162,0,0.851114,2.595520,2.050030,-100.430527,227.206619,130.397614,0.983237,2.164720,2.187571,133.751785,222.846359,127.199753
163,0,0.851603,2.595501,2.050103,-100.424667,227.200577,130.390305,0.983201,2.164732,2.187368,133.755310,222.848633,127.204704
164,0,0.851333,2.595537,2.049843,-100.422318,227.205032,130.388382,0.983053,2.164784,2.187291,133.758087,222.845993,127.201645
165,0,0.851593,2.595434,2.050316,-100.419518,227.201340,130.389297,0.982931,2.164814,2.187283,133.759506,222.845276,127.209213
166,0,0.851409,2.595440,2.050163,-100.418999,227.202179,130.390305,0.983099,2.164779,2.187362,133.763519,222.845734,127.201630
167,0,0.851375,2.595477,2.050105,-100.414810,227.202408,130.391678,0.983116,2.164800,2.187401,133.769241,222.840942,127.199188
168,0,0.851349,2.595431,2.050073,-100.418427,227.201462,130.395432,0.983119,2.164789,2.187396,133.764267,222.843201,127.202301
169,0,0.851486,2.595536,2.050113,-100.417831,227.203049,130.399658,0.983130,2.164752,2.187478,133.762039,222.842239,127.208237
170,0,0.851675,2.595543,2.050215,-100.420113,227.203125,130.397552,0.983216,2.164759,2.187453,133.758850,222.844223,127.209816
171,0,0.851479,2.595510,2.050097,-100.424171,227.206482,130.396774,0.983074,2.164760,2.187358,133.758270,222.844925,127.208725
172,0,0.851714,2.595491,2.050065,-100.428162,227.204651,130.400436,0.983124,2.164769,2.187364,133.755859,222.843506,127.200974
173,0,0.851213,2.595419,2.050160,-100.428169,227.207581,130.393997,0.983155,2.164739,2.187432,133.753265,222.844391,127.200562
174,0,0.851483,2.595418,2.050122,-100.429146,227.209686,130.392380,0.983118,2.164731,2.187486,133.749802,222.845596,127.199036
175,0,0.851467,2.595457,2.050146,-100.433647,227.210205,130.389023,0.983249,2.164795,2.187390,133.748047,222.849380,127.196877
176,0,0.851388,2.595460,2.049989,-100.434761,227.208481,130.384674,0.983006,2.164802,2.187246,133.748749,222.850433,127.193245
177,0,0.851280,2.595583,2.049846,-100.433800,227.210724,130.386719,0.983122,2.164750,2.187252,133.748688,222.848145,127.192375
178,0,0.850908,2.595534,2.049945,-100.437500,227.212906,130.389847,0.983078,2.164769,2.187356,133.745911,222.852173,127.195465
179,0,0.851519,2.595457,2.050166,-100.436378,227.213470,130.392899,0.983151,2.164845,2.187212,133.742920,222.853012,127.202751
180,0,0.851576,2.595554,2.050230,-100.437698,227.215378,130.401245,0.983037,2.164801,2.187274,133.740860,222.857590,127.210663
181,0,0.851478,2.595564,2.049923,-100.433662,227.217133,130.402252,0.983020,2.164822,2.187228,133.741898,222.857269,127.217743
182,0,0.851117,2.595439,2.049992,-100.436493,227.217514,130.415787,0.982978,2.164771,2.187379,133.741989,222.858948,127.226723
183,0,0.851582,2.595537,2.050117,-100.436920,227.218536,130.426422,0.983189,2.164751,2.187354,133.739731,222.860397,127.234947
184,0,0.851109,2.595433,2.050142,-100.437332,227.217697,130.430817,0.983309,2.164796,2.187387,133.739441,222.856186,127.241997
185,0,0.851227,2.595489,2.049943,-100.437401,227.220291,130.439438,0.982903,2.164817,2.187211,133.739304,222.858505,127.250595
186,0,0.851429,2.595519,2.050073,-100.435120,227.218277,130.442413,0.983032,2.164797,2.187317,133.743942,222.859970,127.253532
187,0,0.851414,2.595457,2.050241,-100.434151,227.218521,130.442490,0.983145,2.164730,2.187435,133.743423,222.856384,127.245468
188,0,0.851148,2.595464,2.050167,-100.431480,227.217880,130.437042,0.983196,2.164721,2.187467,133.749298,222.856689,127.244217
189,0,0.851394,2.595314,2.050188,-100.432732,227.217087,130.429550,0.983095,2.164787,2.187294,133.747574,222.852661,127.240120
190,0,0.851106,2.595454,2.049967,-100.431541,227.220322,130.427917,0.983015,2.164748,2.187357,133.747055,222.855835,127.235931
191,0,0.851680,2.595507,2.050017,-100.430565,227.212738,130.414948,0.983259,2.164742,2.187459,133.748215,222.850891,127.221870
192,0,0.851351,2.595521,2.050204,-100.428345,227.211624,130.409088,0.982975,2.164796,2.187290,133.748566,222.853531,127.221558
193,0,0.851157,2.595532,2.049854,-100.429962,227.213531,130.401978,0.983279,2.164786,2.187414,133.748215,222.851089,127.216576
194,0,0.851344,2.595443,2.050195,-100.427780,227.211441,130.396637,0.982954,2.164811,2.187226,133.751511,222.847076,127.201019
195,0,0.851517,2.595563,2.050044,-100.430595,227.210648,130.395325,0.983237,2.164773,2.187386,133.750961,222.851501,127.201569
196,0,0.851503,2.595543,2.049959,-100.430656,227.209641,130.388077,0.983130,2.164771,2.187322,133.750229,222.850647,127.196434
197,0,0.851366,2.595512,2.050182,-100.429390,227.206604,130.381607,0.982932,2.164812,2.187258,133.751358,222.848724,127.189514
198,0,0.851459,2.595591,2.050078,-100.429276,227.208359,130.381683,0.983184,2.164709,2.187413,133.748169,222.848419,127.190170
199,0,0.851411,2.595557,2.049984,-100.429878,227.208542,130.377350,0.982951,2.164777,2.187270,133.748764,222.845200,127.185104
200,0,0.851291,2.595437,2.050219,-100.428444,227.205429,130.376450,0.982994,2.164778,2.187334,133.746933,222.846771,127.190529
201,0,0.851407,2.595518,2.050028,-100.428841,227.206238,130.378525,0.983151,2.164756,2.187374,133.749374,222.852600,127.191498
202,0,0.851427,2.595473,2.050164,-100.428009,227.207520,130.379166,0.983226,2.164845,2.187304,133.752853,222.847595,127.185570
203,0,0.851693,2.595502,2.050177,-100.427971,227.206772,130.381088,0.983016,2.164766,2.187378,133.754486,222.842239,127.185349
204,0,0.851529,2.595493,2.050161,-100.425568,227.206207,130.382645,0.983159,2.164720,2.187413,133.755768,222.844940,127.191544
205,0,0.851552,2.595446,2.050115,-100.427910,227.202698,130.387070,0.983202,2.164774,2.187471,133.753723,222.844604,127.195030
206,0,0.851719,2.595536,2.050150,-100.426956,227.207718,130.397339,0.983286,2.164731,2.187505,133.754990,222.848343,127.204330
207,0,0.851321,2.595511,2.049917,-100.425247,227.206696,130.403625,0.983128,2.164774,2.187358,133.753601,222.848328,127.212730
208,0,0.851809,2.595510,2.050126,-100.427452,227.207001,130.407303,0.983129,2.164797,2.187370,133.752792,222.848984,127.218262
209,0,0.851286,2.595555,2.049992,-100.429672,227.209808,130.416443,0.982953,2.164795,2.187231,133.751328,222.847672,127.226341
210,0,0.851718,2.595524,2.050221,-100.428207,227.210403,130.422119,0.983306,2.164711,2.187458,133.751266,222.850327,127.229378
211,0,0.851264,2.595396,2.050210,-100.430000,227.213913,130.426453,0.983053,2.164771,2.187295,133.749496,222.853912,127.240417
212,0,0.851167,2.595414,2.050199,-100.432869,227.215347,130.431808,0.982943,2.164807,2.187225,133.743378,222.854309,127.240334
213,0,0.851238,2.595493,2.049990,-100.434669,227.216599,130.435349,0.982992,2.164744,2.187345,133.744431,222.855606,127.245026
