Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
5428,0,0.774858,2.485565,2.198264,-102.298302,223.175873,144.534119,0.893146,2.239214,2.113854,131.080505,224.384674,128.027084
5429,0,0.775291,2.488621,2.193426,-102.305786,223.326172,144.371292,0.893108,2.240805,2.111463,131.101562,224.446533,127.954872
5430,0,0.774853,2.491480,2.188024,-102.306732,223.483871,144.204071,0.893233,2.242421,2.108734,131.115723,224.534561,127.906990
5431,0,0.776198,2.494846,2.183186,-102.303497,223.644394,144.024185,0.892766,2.244184,2.105905,131.131958,224.623108,127.836945
5432,0,0.777416,2.498436,2.177708,-102.294655,223.816284,143.835724,0.891926,2.246132,2.102605,131.138367,224.724594,127.797676
5433,0,0.778907,2.502160,2.171803,-102.287292,223.998199,143.647781,0.891808,2.248130,2.099481,131.148682,224.829376,127.772552
5434,0,0.779163,2.505937,2.165361,-102.286896,224.189240,143.442596,0.892198,2.250226,2.096532,131.170029,224.917892,127.750557
5435,0,0.778780,2.509995,2.157929,-102.278938,224.408691,143.234039,0.892361,2.252400,2.093432,131.201340,224.998795,127.737534
5436,0,0.779910,2.514644,2.149874,-102.281860,224.643265,143.000107,0.893475,2.254478,2.090820,131.216141,225.074554,127.734589
5437,0,0.782089,2.519552,2.142335,-102.285545,224.889481,142.740540,0.894359,2.256399,2.088647,131.234711,225.140610,127.723976
5438,0,0.784301,2.524831,2.134438,-102.293297,225.146942,142.471863,0.895265,2.258102,2.086514,131.265976,225.206940,127.683830
5439,0,0.784947,2.530004,2.125183,-102.299583,225.414185,142.189087,0.896096,2.259500,2.085115,131.281693,225.288666,127.637817
5440,0,0.784212,2.535850,2.113850,-102.314056,225.696884,141.895340,0.896602,2.260817,2.083491,131.293152,225.355637,127.559662
5441,0,0.786014,2.541435,2.104791,-102.311913,225.978775,141.580200,0.896090,2.261958,2.081600,131.290756,225.412704,127.443787
5442,0,0.786274,2.546808,2.094884,-102.323822,226.267441,141.230362,0.895055,2.262773,2.079486,131.268707,225.474243,127.325981
5443,0,0.786370,2.552534,2.084066,-102.340843,226.547302,140.871490,0.893765,2.263531,2.077541,131.245392,225.525894,127.181816
5444,0,0.787427,2.558318,2.074002,-102.343887,226.826355,140.520966,0.892181,2.264040,2.075368,131.215164,225.562378,127.035049
5445,0,0.788570,2.563948,2.064051,-102.347389,227.107895,140.157883,0.890890,2.264599,2.073948,131.199692,225.582291,126.883354
5446,0,0.789885,2.569319,2.053651,-102.355797,227.393753,139.803421,0.890099,2.265102,2.072752,131.184006,225.596207,126.755165
5447,0,0.790769,2.575274,2.042525,-102.360588,227.682327,139.435043,0.889940,2.265697,2.071675,131.172607,225.607285,126.663361
5448,0,0.791838,2.580623,2.032805,-102.361267,227.963196,139.066116,0.890776,2.266318,2.071367,131.171692,225.606552,126.602547
5449,0,0.793677,2.586504,2.022231,-102.354431,228.248810,138.689636,0.891730,2.267045,2.071039,131.184631,225.608093,126.578064
5450,0,0.795410,2.592478,2.011421,-102.345497,228.523666,138.320404,0.893576,2.267893,2.070828,131.203796,225.615265,126.584633
5451,0,0.797078,2.598412,2.000456,-102.336609,228.800858,137.956284,0.895140,2.268858,2.070468,131.232422,225.630066,126.619514
5452,0,0.798371,2.604080,1.989866,-102.318665,229.069138,137.587830,0.897155,2.270069,2.069836,131.263916,225.651474,126.680313
5453,0,0.800073,2.609684,1.979192,-102.306900,229.335373,137.220352,0.898416,2.271213,2.069021,131.285339,225.677017,126.749290
5454,0,0.800703,2.615189,1.968402,-102.302094,229.594360,136.846039,0.898925,2.272280,2.067719,131.315796,225.699387,126.815948
5455,0,0.801493,2.620585,1.957589,-102.308685,229.848480,136.469849,0.899495,2.273155,2.066817,131.329819,225.736801,126.878380
5456,0,0.803377,2.625525,1.948215,-102.311127,230.099808,136.099884,0.899888,2.273646,2.066067,131.339661,225.760315,126.926437
5457,0,0.804316,2.630211,1.938542,-102.314659,230.336990,135.741684,0.899752,2.273865,2.065596,131.345963,225.777115,126.972122
5458,0,0.805094,2.634296,1.929999,-102.319633,230.511215,135.414444,0.899332,2.273817,2.065522,131.342270,225.778030,127.002251
5459,0,0.805190,2.637803,1.922235,-102.327911,230.601990,135.147736,0.899349,2.273358,2.066179,131.327393,225.767456,127.020851
5460,0,0.804849,2.640160,1.917199,-102.322845,230.590500,134.958862,0.898590,2.272485,2.067145,131.306641,225.748657,127.039612
5461,0,0.804854,2.640441,1.916640,-102.302544,230.492096,134.862656,0.898008,2.271450,2.068367,131.279419,225.709335,127.047806
5462,0,0.805259,2.638736,1.919971,-102.260124,230.365921,134.860596,0.897630,2.270236,2.070094,131.253296,225.670776,127.063080
5463,0,0.805827,2.635824,1.926990,-102.210526,230.252838,134.937485,0.897159,2.268945,2.072142,131.228348,225.622604,127.071144
5464,0,0.806307,2.631853,1.936418,-102.174728,230.175705,135.087219,0.896371,2.267528,2.073903,131.202164,225.581558,127.089798
5465,0,0.807581,2.627825,1.946230,-102.153763,230.121567,135.293991,0.895597,2.266335,2.075449,131.165039,225.542023,127.129883
5466,0,0.809644,2.624066,1.955059,-102.153633,230.058701,135.538986,0.894925,2.265047,2.077324,131.147049,225.504272,127.169205
5467,0,0.810378,2.621492,1.960687,-102.172112,229.985153,135.821503,0.894282,2.264079,2.078456,131.112274,225.484070,127.230881
5468,0,0.810616,2.620369,1.963768,-102.188614,229.884308,136.112778,0.894029,2.263225,2.079741,131.093384,225.456802,127.291428
5469,0,0.809258,2.619905,1.964336,-102.204803,229.760269,136.430756,0.893942,2.262425,2.080880,131.076553,225.432846,127.360535
5470,0,0.807286,2.618793,1.965484,-102.205887,229.627060,136.733475,0.893720,2.261806,2.081761,131.061981,225.407516,127.434593
5471,0,0.804332,2.616857,1.967211,-102.213326,229.511780,137.042099,0.893147,2.261207,2.082437,131.050247,225.385864,127.508995
5472,0,0.801761,2.614424,1.970794,-102.231575,229.434052,137.335434,0.892670,2.260725,2.082866,131.028732,225.375412,127.591995
5473,0,0.798721,2.611587,1.974746,-102.263420,229.383209,137.610001,0.892695,2.260213,2.083618,131.012787,225.361618,127.660248
5474,0,0.796803,2.608105,1.980195,-102.326736,229.340775,137.876465,0.891914,2.259808,2.083661,130.996811,225.348114,127.739685
5475,0,0.796550,2.604958,1.986393,-102.401917,229.293839,138.130371,0.891450,2.259355,2.083971,130.982819,225.335663,127.812210
5476,0,0.795264,2.602114,1.990862,-102.489548,229.226212,138.369171,0.890760,2.258894,2.084246,130.973724,225.320602,127.885399
5477,0,0.793748,2.599849,1.994237,-102.570755,229.126068,138.597443,0.890468,2.258254,2.084932,130.967148,225.305801,127.971741
5478,0,0.791612,2.597638,1.997408,-102.626991,229.009308,138.811218,0.890269,2.257763,2.085435,130.962311,225.284744,128.057678
5479,0,0.788678,2.595350,2.000093,-102.669312,228.880905,139.016663,0.890161,2.257164,2.086307,130.964325,225.256287,128.143768
5480,0,0.784969,2.593097,2.002476,-102.697548,228.756744,139.213287,0.889887,2.256521,2.087125,130.966537,225.230621,128.240906
5481,0,0.781439,2.590205,2.005968,-102.728394,228.643021,139.399124,0.890515,2.255783,2.088613,130.970581,225.200867,128.333176
5482,0,0.778284,2.587040,2.010125,-102.772835,228.548706,139.563202,0.891145,2.255021,2.090044,130.978439,225.170593,128.422440
5483,0,0.777256,2.583762,2.015144,-102.837273,228.456116,139.719284,0.891419,2.254286,2.091474,130.980881,225.145294,128.509232
5484,0,0.776863,2.580838,2.020320,-102.914146,228.366898,139.854736,0.891424,2.253514,2.092896,130.976562,225.120209,128.586121
5485,0,0.776706,2.578323,2.024538,-102.995224,228.275269,139.980591,0.891171,2.252569,2.094202,130.969498,225.090012,128.642044
5486,0,0.774271,2.576108,2.027014,-103.050461,228.187119,140.099030,0.890705,2.251372,2.095548,130.959595,225.058136,128.698349
5487,0,0.772887,2.574196,2.030199,-103.078117,228.091888,140.206589,0.889672,2.250278,2.096591,130.944153,225.024475,128.759369
5488,0,0.770388,2.572489,2.032308,-103.071106,228.007965,140.331192,0.888423,2.249058,2.097635,130.927063,224.989456,128.815521
5489,0,0.769543,2.571217,2.034466,-103.040985,227.930771,140.440002,0.887810,2.247840,2.099120,130.907898,224.951523,128.864716
5490,0,0.768912,2.570048,2.036501,-103.008102,227.867188,140.544830,0.887017,2.246641,2.100390,130.885742,224.925339,128.927048
5491,0,0.770015,2.569609,2.038339,-102.978668,227.813965,140.642441,0.886324,2.245502,2.101627,130.861511,224.894379,128.998734
5492,0,0.771529,2.568950,2.040574,-102.966133,227.762772,140.718292,0.885522,2.244395,2.103064,130.830734,224.861130,129.087021
5493,0,0.773322,2.568310,2.042830,-102.963043,227.725098,140.790894,0.884935,2.243320,2.104162,130.807816,224.825226,129.174805
5494,0,0.774710,2.567656,2.045342,-102.955727,227.686310,140.836365,0.884764,2.242330,2.105522,130.789062,224.790543,129.274673
5495,0,0.775058,2.566783,2.047153,-102.943581,227.654846,140.871658,0.884344,2.241451,2.106510,130.778320,224.752151,129.372055
5496,0,0.775953,2.565958,2.049200,-102.918526,227.615051,140.888412,0.884132,2.240526,2.107575,130.772736,224.719559,129.472687
5497,0,0.775293,2.565316,2.050021,-102.889832,227.578842,140.881332,0.884227,2.239656,2.108914,130.763000,224.688614,129.590607
5498,0,0.774493,2.564918,2.050679,-102.860687,227.546631,140.856018,0.883701,2.238845,2.109885,130.756699,224.665329,129.723938
5499,0,0.774739,2.565179,2.050334,-102.845024,227.546280,140.800095,0.883810,2.238055,2.110926,130.750671,224.631485,129.841888
5500,0,0.775671,2.566093,2.049195,-102.836807,227.576157,140.702148,0.883663,2.237123,2.112171,130.730270,224.606400,129.978287
5501,0,0.776348,2.567167,2.047714,-102.835503,227.630829,140.590256,0.883228,2.236140,2.113535,130.720459,224.577713,130.116486
5502,0,0.777371,2.568449,2.045764,-102.838417,227.675430,140.465302,0.882073,2.235020,2.114465,130.700562,224.547424,130.251678
5503,0,0.778127,2.569975,2.042858,-102.829109,227.720016,140.327667,0.881324,2.233647,2.115938,130.678299,224.515335,130.396820
5504,0,0.778955,2.571696,2.040057,-102.799141,227.776184,140.194550,0.879906,2.231975,2.117549,130.639587,224.479248,130.534134
5505,0,0.780005,2.573511,2.037605,-102.748604,227.842453,140.057220,0.878306,2.230016,2.119493,130.593124,224.436584,130.680618
5506,0,0.780974,2.575151,2.035404,-102.691788,227.910706,139.903336,0.875542,2.227835,2.121016,130.527344,224.395294,130.848862
5507,0,0.782455,2.576636,2.033237,-102.647095,227.975540,139.748001,0.872712,2.225470,2.123039,130.442505,224.339020,131.018692
5508,0,0.784170,2.578655,2.030750,-102.601456,228.036972,139.584122,0.869817,2.223024,2.124955,130.350327,224.286011,131.201813
5509,0,0.785985,2.580751,2.028391,-102.562386,228.099152,139.406143,0.866852,2.220532,2.126850,130.248245,224.226730,131.398712
5510,0,0.788129,2.582668,2.025941,-102.529175,228.164307,139.227982,0.863469,2.218138,2.128636,130.140701,224.175354,131.613541
5511,0,0.790278,2.584663,2.023382,-102.484131,228.233383,139.043716,0.859571,2.215640,2.130206,130.008301,224.140915,131.860519
5512,0,0.791684,2.586480,2.020733,-102.431053,228.307343,138.861221,0.855648,2.213442,2.131416,129.887939,224.109177,132.102829
5513,0,0.794223,2.588348,2.018801,-102.368393,228.372299,138.671753,0.851917,2.211419,2.132416,129.769714,224.076752,132.353973
5514,0,0.795028,2.590194,2.015908,-102.334198,228.440933,138.493942,0.848151,2.209557,2.132860,129.653305,224.055420,132.609680
5515,0,0.796436,2.592002,2.013095,-102.306335,228.498550,138.320694,0.844519,2.207714,2.133356,129.551422,224.024155,132.861237
5516,0,0.797321,2.593648,2.010237,-102.296158,228.547897,138.165588,0.841372,2.205717,2.134210,129.458008,223.994705,133.114807
5517,0,0.798117,2.595091,2.007591,-102.298943,228.583740,138.029648,0.838748,2.203813,2.135375,129.389404,223.951172,133.362061
5518,0,0.798640,2.596177,2.005568,-102.296875,228.610260,137.924164,0.836531,2.201916,2.136697,129.336075,223.904572,133.609924
5519,0,0.798449,2.596718,2.004463,-102.285576,228.623123,137.858643,0.834477,2.199947,2.138422,129.296753,223.849899,133.839081
5520,0,0.798552,2.596635,2.004510,-102.271973,228.610596,137.835510,0.833555,2.197846,2.140768,129.270340,223.775360,134.056091
5521,0,0.798252,2.595967,2.005318,-102.263527,228.570496,137.857864,0.833714,2.195512,2.144343,129.264114,223.684555,134.253769
5522,0,0.798484,2.594823,2.007678,-102.256020,228.526398,137.924561,0.834691,2.192983,2.148325,129.265457,223.583191,134.451324
5523,0,0.797562,2.593513,2.010235,-102.253967,228.479797,138.020706,0.835761,2.190274,2.152649,129.283951,223.460541,134.619873
5524,0,0.798009,2.592230,2.012868,-102.260460,228.450333,138.134109,0.836683,2.187448,2.157154,129.313934,223.323944,134.770798
5525,0,0.798313,2.591079,2.015726,-102.269760,228.423416,138.253998,0.837270,2.184608,2.161653,129.335770,223.180237,134.908951
5526,0,0.798471,2.590087,2.018118,-102.281860,228.394470,138.383484,0.837244,2.181782,2.165488,129.345230,223.035553,135.030426
5527,0,0.798417,2.589434,2.019735,-102.295349,228.362656,138.505386,0.837810,2.178923,2.169587,129.360352,222.900421,135.168915
5528,0,0.797371,2.588768,2.020218,-102.309395,228.334671,138.630463,0.838213,2.175861,2.174313,129.365112,222.762161,135.283585
5529,0,0.795909,2.588046,2.020676,-102.317299,228.290131,138.736450,0.838443,2.172810,2.179082,129.355728,222.637650,135.417191
5530,0,0.793855,2.587214,2.020981,-102.326965,228.252716,138.832809,0.838294,2.169949,2.183103,129.344818,222.529587,135.556549
5531,0,0.792045,2.586172,2.022082,-102.349777,228.220978,138.917648,0.837840,2.167298,2.186330,129.323212,222.429977,135.687546
5532,0,0.791498,2.585295,2.023344,-102.376617,228.193527,138.989243,0.837303,2.165300,2.189087,129.297989,222.338654,135.806335
5533,0,0.790415,2.584030,2.025025,-102.410622,228.174637,139.049530,0.836738,2.163671,2.191317,129.286499,222.251923,135.910904
5534,0,0.790062,2.582886,2.026572,-102.448524,228.152847,139.100281,0.836607,2.162807,2.192195,129.282181,222.189056,136.011139
5535,0,0.789132,2.581961,2.027889,-102.481125,228.135025,139.138199,0.836758,2.162244,2.193062,129.294647,222.148804,136.089706
5536,0,0.788610,2.581332,2.028704,-102.504143,228.117371,139.173126,0.837346,2.162058,2.193655,129.325165,222.130432,136.139648
5537,0,0.788093,2.580921,2.029143,-102.516426,228.097992,139.199387,0.837953,2.162059,2.193911,129.355499,222.132095,136.172440
5538,0,0.787652,2.580743,2.029328,-102.513565,228.081451,139.224121,0.838897,2.162286,2.194230,129.384720,222.149231,136.171722
5539,0,0.787361,2.580816,2.029045,-102.499298,228.071167,139.239029,0.839480,2.162659,2.193869,129.405594,222.179321,136.166275
5540,0,0.786875,2.580912,2.028509,-102.489220,228.068604,139.243301,0.839750,2.163358,2.192966,129.420044,222.208450,136.149841
5541,0,0.787515,2.581213,2.028697,-102.480049,228.074005,139.247574,0.840397,2.164168,2.192042,129.428223,222.237228,136.115295
5542,0,0.788703,2.581552,2.028610,-102.473274,228.083710,139.235687,0.839857,2.164914,2.190821,129.426025,222.258286,136.080276
5543,0,0.789057,2.581750,2.028337,-102.464592,228.101761,139.218567,0.839675,2.165312,2.189909,129.411911,222.273422,136.037888
5544,0,0.790495,2.582072,2.028471,-102.455566,228.123184,139.197479,0.838827,2.165298,2.189353,129.392624,222.284912,136.004684
5545,0,0.790910,2.582367,2.028094,-102.448486,228.131958,139.165115,0.837911,2.164768,2.189619,129.373993,222.280304,135.980225
5546,0,0.790509,2.582726,2.027474,-102.436989,228.135178,139.124207,0.837060,2.164000,2.190269,129.352356,222.265182,135.967896
5547,0,0.790760,2.582977,2.027213,-102.416023,228.138687,139.075577,0.836909,2.163081,2.191433,129.324738,222.247726,135.974472
5548,0,0.791150,2.583505,2.026438,-102.403488,228.143204,139.026886,0.836215,2.162296,2.192308,129.309753,222.215256,135.986969
5549,0,0.791015,2.583883,2.025687,-102.396263,228.147858,138.962311,0.836017,2.161590,2.193371,129.287872,222.183777,136.013412
5550,0,0.791261,2.584278,2.024992,-102.396416,228.167725,138.900620,0.835934,2.161067,2.194039,129.276291,222.146851,136.038162
5551,0,0.791618,2.584773,2.024205,-102.397408,228.199860,138.838684,0.835888,2.160696,2.194695,129.267822,222.119064,136.070709
5552,0,0.792704,2.585431,2.023454,-102.392578,228.237000,138.769989,0.836094,2.160448,2.195214,129.258835,222.107574,136.104309
5553,0,0.793536,2.586173,2.022560,-102.391930,228.286835,138.708054,0.835998,2.160286,2.195419,129.259323,222.100266,136.130173
5554,0,0.794406,2.587375,2.020819,-102.383392,228.329391,138.648148,0.836202,2.160335,2.195548,129.260849,222.109177,136.149994
5555,0,0.794585,2.588654,2.018518,-102.371086,228.379578,138.590302,0.836384,2.160500,2.195339,129.267731,222.119049,136.158447
5556,0,0.794995,2.590179,2.015645,-102.361008,228.426056,138.536804,0.836644,2.160906,2.194752,129.288742,222.132111,136.153030
5557,0,0.794916,2.591406,2.013415,-102.357841,228.459717,138.484833,0.836704,2.161539,2.193972,129.300583,222.154037,136.147110
5558,0,0.794359,2.592219,2.011435,-102.364632,228.490524,138.443420,0.837012,2.162124,2.193189,129.314468,222.177628,136.131638
5559,0,0.794918,2.592900,2.010315,-102.360626,228.522247,138.403610,0.837465,2.162683,2.192505,129.333817,222.197250,136.106323
5560,0,0.794865,2.593181,2.009515,-102.371361,228.556519,138.370087,0.838133,2.163127,2.192199,129.349564,222.223145,136.087814
5561,0,0.795000,2.593092,2.009302,-102.379822,228.583252,138.340668,0.838198,2.163556,2.191630,129.366776,222.230972,136.053894
5562,0,0.795026,2.592884,2.009587,-102.387802,228.586838,138.322540,0.838403,2.163672,2.191602,129.378433,222.241333,136.043015
5563,0,0.794734,2.592775,2.009866,-102.389954,228.569565,138.315414,0.838700,2.163739,2.191703,129.383270,222.245667,136.029953
5564,0,0.794144,2.592537,2.010407,-102.388405,228.537354,138.322083,0.838634,2.163717,2.191709,129.384720,222.237625,136.034164
5565,0,0.793875,2.591992,2.011393,-102.381912,228.503494,138.344254,0.838540,2.163493,2.192017,129.375565,222.227905,136.051712
5566,0,0.794051,2.591432,2.012741,-102.364044,228.472565,138.376389,0.838553,2.163116,2.192489,129.363388,222.210510,136.063858
5567,0,0.794279,2.590825,2.014010,-102.357635,228.459991,138.417435,0.837864,2.162605,2.192998,129.352554,222.189346,136.080322
5568,0,0.794555,2.590521,2.014986,-102.349579,228.453888,138.451828,0.837304,2.162163,2.193275,129.328705,222.172531,136.102112
5569,0,0.794882,2.590184,2.015669,-102.355423,228.453949,138.490936,0.837009,2.161609,2.193825,129.314850,222.155731,136.120422
5570,0,0.795550,2.590146,2.016124,-102.363884,228.452621,138.524292,0.836380,2.161137,2.194230,129.298340,222.144089,136.133759
5571,0,0.795797,2.590333,2.015808,-102.366348,228.444885,138.548904,0.836187,2.160758,2.194741,129.288788,222.132629,136.133133
5572,0,0.795676,2.590445,2.015608,-102.368576,228.431473,138.568939,0.835914,2.160638,2.194685,129.278946,222.125107,136.132584
5573,0,0.795198,2.590683,2.015212,-102.364075,228.426529,138.589645,0.836027,2.160659,2.194696,129.276382,222.119873,136.124313
5574,0,0.794041,2.590374,2.015005,-102.359818,228.430893,138.596497,0.836099,2.160753,2.194639,129.283646,222.128555,136.110596
5575,0,0.793329,2.590301,2.014609,-102.359116,228.437729,138.599884,0.836209,2.161025,2.194337,129.288223,222.137741,136.099014
5576,0,0.793251,2.590019,2.014796,-102.373192,228.445526,138.598770,0.836719,2.161425,2.194065,129.303925,222.148712,136.081543
5577,0,0.792900,2.589936,2.014649,-102.397629,228.452835,138.584549,0.837175,2.161664,2.193844,129.309662,222.165161,136.077499
5578,0,0.793106,2.590083,2.014534,-102.418434,228.462555,138.568970,0.837382,2.162072,2.193440,129.325668,222.173737,136.073547
5579,0,0.793082,2.590144,2.014405,-102.429047,228.459717,138.548660,0.837537,2.162321,2.193106,129.337387,222.186691,136.070190
5580,0,0.792859,2.590184,2.014338,-102.423698,228.450302,138.531006,0.837931,2.162723,2.192612,129.348663,222.194687,136.075333
5581,0,0.793220,2.590186,2.014311,-102.406837,228.447357,138.510986,0.838194,2.162987,2.192531,129.356598,222.205154,136.079269
5582,0,0.793568,2.590436,2.014213,-102.382858,228.453506,138.492950,0.838498,2.163154,2.192558,129.363480,222.206100,136.087296
5583,0,0.793671,2.590707,2.013763,-102.364090,228.471481,138.474503,0.838330,2.163144,2.192390,129.365768,222.202637,136.102493
5584,0,0.794078,2.591107,2.013517,-102.357872,228.486755,138.458954,0.838649,2.162944,2.192835,129.365570,222.198074,136.103485
5585,0,0.794535,2.591362,2.012969,-102.362633,228.493088,138.446548,0.838326,2.162661,2.193099,129.360489,222.187302,136.121841
5586,0,0.794780,2.591615,2.012724,-102.369789,228.491287,138.439758,0.838219,2.162339,2.193545,129.352249,222.180634,136.125580
5587,0,0.795045,2.591700,2.012818,-102.377853,228.481583,138.441177,0.837828,2.162063,2.193746,129.340195,222.167175,136.132401
5588,0,0.795076,2.591491,2.013237,-102.371773,228.471939,138.445221,0.837387,2.161818,2.193837,129.330246,222.152420,136.127411
5589,0,0.794900,2.591100,2.013654,-102.362221,228.474289,138.451019,0.836973,2.161456,2.194019,129.319809,222.142166,136.113617
5590,0,0.794322,2.590864,2.014072,-102.352280,228.477783,138.457901,0.836460,2.161284,2.194158,129.304321,222.142929,136.108322
5591,0,0.793859,2.590634,2.014227,-102.355247,228.486755,138.462662,0.836392,2.161056,2.194376,129.298157,222.141129,136.093216
5592,0,0.794019,2.590587,2.014118,-102.368195,228.480255,138.463608,0.836097,2.161034,2.194276,129.291504,222.144272,136.081299
5593,0,0.794443,2.590658,2.014096,-102.381058,228.461807,138.466141,0.836075,2.161109,2.194052,129.289032,222.148575,136.072617
5594,0,0.794173,2.590754,2.013855,-102.390007,228.444992,138.476349,0.836318,2.161141,2.194275,129.294632,222.152374,136.054382
5595,0,0.794242,2.590634,2.014241,-102.381485,228.445938,138.487442,0.836465,2.161259,2.194105,129.296890,222.158279,136.059525
5596,0,0.794381,2.590612,2.014326,-102.365211,228.460388,138.497391,0.836578,2.161533,2.193665,129.308014,222.159088,136.064484
5597,0,0.794004,2.590521,2.014704,-102.349884,228.476715,138.501221,0.836803,2.161716,2.193485,129.318085,222.168716,136.082077
5598,0,0.794136,2.590573,2.014449,-102.348289,228.487457,138.514984,0.837277,2.161941,2.193493,129.326508,222.167816,136.097412
5599,0,0.794590,2.590863,2.014009,-102.360992,228.479538,138.519852,0.837758,2.162165,2.193640,129.332474,222.174454,136.115707
5600,0,0.794536,2.591124,2.013425,-102.373634,228.462418,138.519089,0.837928,2.162299,2.193465,129.342545,222.179672,136.133865
5601,0,0.794998,2.591066,2.013907,-102.384552,228.450714,138.517441,0.838337,2.162487,2.193400,129.349014,222.180237,136.151169
5602,0,0.793978,2.591060,2.013607,-102.384750,228.457184,138.514343,0.838459,2.162521,2.193499,129.352386,222.176147,136.155731
5603,0,0.794249,2.590710,2.014251,-102.372559,228.470688,138.500565,0.838390,2.162578,2.193267,129.356506,222.174820,136.157974
5604,0,0.794133,2.590530,2.014499,-102.365845,228.486664,138.489868,0.838410,2.162483,2.193515,129.352417,222.176407,136.156509
5605,0,0.793940,2.590494,2.014427,-102.369598,228.485428,138.478989,0.838268,2.162323,2.193579,129.350128,222.170197,136.142197
5606,0,0.794170,2.590744,2.013983,-102.381264,228.468719,138.473969,0.838061,2.162133,2.193722,129.338898,222.172546,136.132355
5607,0,0.794541,2.590844,2.014029,-102.389755,228.449554,138.475708,0.837625,2.162088,2.193653,129.329895,222.168396,136.120193
5608,0,0.794037,2.590866,2.013929,-102.391083,228.442200,138.472076,0.837123,2.161858,2.193606,129.319016,222.165878,136.106842
5609,0,0.793904,2.590666,2.014160,-102.378685,228.456635,138.479370,0.837027,2.161654,2.193910,129.307266,222.161926,136.099518
5610,0,0.794110,2.590684,2.014194,-102.369194,228.474442,138.477158,0.836624,2.161589,2.193722,129.301193,222.157349,136.081177
5611,0,0.793935,2.590690,2.013980,-102.360756,228.495514,138.474121,0.836594,2.161330,2.194144,129.288849,222.151016,136.075546
5612,0,0.794667,2.590932,2.013904,-102.366600,228.501465,138.473297,0.836476,2.161214,2.194157,129.289902,222.150009,136.074036
5613,0,0.795057,2.591327,2.013499,-102.373840,228.490677,138.472122,0.836503,2.161143,2.194244,129.290588,222.145538,136.078232
5614,0,0.795022,2.591434,2.013151,-102.377968,228.465637,138.472946,0.836411,2.161133,2.194243,129.295547,222.146103,136.084778
5615,0,0.794968,2.591591,2.013050,-102.375374,228.456757,138.481903,0.836584,2.161213,2.194314,129.302689,222.146606,136.096939
5616,0,0.794581,2.591043,2.013679,-102.362068,228.461349,138.484039,0.836902,2.161390,2.194176,129.309265,222.146362,136.109055
5617,0,0.794179,2.590797,2.013947,-102.351295,228.479034,138.489532,0.837301,2.161551,2.194059,129.314468,222.156113,136.129929
5618,0,0.793936,2.590500,2.014401,-102.349106,228.497162,138.491745,0.837155,2.161813,2.193683,129.329361,222.156326,136.142410
5619,0,0.793924,2.590445,2.014360,-102.362999,228.500641,138.489578,0.837504,2.161975,2.193791,129.338913,222.165115,136.149521
5620,0,0.794138,2.590700,2.014148,-102.380424,228.480392,138.484146,0.837777,2.162112,2.193754,129.344528,222.173431,136.154831
5621,0,0.794288,2.591028,2.013575,-102.392952,228.460648,138.486206,0.837892,2.162258,2.193626,129.350281,222.178894,136.156387
5622,0,0.794327,2.590976,2.013745,-102.385750,228.446487,138.488907,0.838092,2.162330,2.193502,129.354446,222.183319,136.149246
5623,0,0.794284,2.590943,2.013875,-102.371605,228.456375,138.493408,0.838259,2.162416,2.193447,129.353134,222.184387,136.143692
5624,0,0.793693,2.590769,2.013996,-102.353386,228.473465,138.491592,0.838081,2.162384,2.193275,129.349686,222.181870,136.131851
5625,0,0.794110,2.590608,2.014255,-102.350143,228.490677,138.484955,0.837932,2.162304,2.193367,129.345291,222.181885,136.122910
5626,0,0.794284,2.590755,2.014041,-102.356682,228.502594,138.479858,0.837679,2.162268,2.193490,129.338303,222.178574,136.104385
5627,0,0.794695,2.590997,2.013593,-102.376488,228.489944,138.474380,0.837215,2.162097,2.193394,129.331253,222.167023,136.097198
5628,0,0.795234,2.591379,2.013438,-102.388748,228.475510,138.468704,0.837166,2.161817,2.193726,129.323212,222.161163,136.091293
5629,0,0.795289,2.591381,2.013732,-102.387489,228.460419,138.466309,0.836882,2.161567,2.193782,129.312439,222.153015,136.086166
5630,0,0.794565,2.591134,2.013433,-102.374489,228.457306,138.466843,0.836701,2.161410,2.193995,129.304260,222.149002,136.095810
5631,0,0.794303,2.590942,2.013785,-102.359444,228.469254,138.467300,0.836489,2.161167,2.194283,129.298599,222.137726,136.091721
5632,0,0.793918,2.590658,2.014045,-102.352951,228.485107,138.464676,0.836608,2.161057,2.194576,129.298111,222.133408,136.097244
5633,0,0.793871,2.590621,2.013990,-102.361320,228.493530,138.462143,0.836137,2.161057,2.194274,129.292114,222.132050,136.108841
5634,0,0.794500,2.590950,2.013816,-102.379585,228.485123,138.454758,0.836460,2.161095,2.194354,129.297577,222.129944,136.107330
5635,0,0.795154,2.591192,2.013451,-102.392891,228.468155,138.448914,0.836434,2.161229,2.194282,129.306458,222.134064,136.116257
5636,0,0.794854,2.591342,2.013461,-102.392670,228.455353,138.451431,0.836742,2.161396,2.194155,129.315155,222.138000,136.118256
5637,0,0.794542,2.591215,2.013478,-102.374458,228.453247,138.460480,0.836967,2.161541,2.193976,129.325150,222.140350,136.115601
5638,0,0.794181,2.591002,2.013718,-102.351059,228.468994,138.467468,0.837039,2.161794,2.193653,129.334702,222.148178,136.120331
